activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,125000.0,80.0,2.625,0.461,2,2949.7,NA,1829.0,,,180,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,88,50%-60%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,2,,,,,10,,,,2926,8.78,81500,82,767,1219,54
2022,549300ZAI389CEN8VG51,48140,WI,55069,55069960300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,145000.0,21.846,2.875,0.075,2,1195.95,NA,425.0,,,180,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,302,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,1851,4.32,86900,96,692,1872,38
2022,549300ZAI389CEN8VG51,99999,WI,55141,55141010200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,2,2,2,2,15000.0,90.0,6.0,3.349,2,108.0,NA,100.0,,,120,NA,72,2,2,2,2,125000,1,1,3,5,1,NA,60,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4800,7.25,81500,110,1593,2081,26
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,41,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,2766,21.95,86900,85,776,1326,79
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,155000.0,76.733,4.0,0.466,2,1944.9,NA,812.5,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,97,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,5963,5.35,86900,110,1929,2255,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,125000.0,79.503,3.75,0.54,2,1777.55,NA,745.0,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,41,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,2189,13.89,86900,83,530,834,54
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,135000.0,80.0,3.375,0.702,2,3300.31,NA,2295.0,,,240,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,53,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4920,5.35,81500,94,1446,1872,49
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,135000.0,90.0,4.125,0.674,2,3273.63,NA,2111.38,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,50,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4920,5.35,81500,94,1446,1872,49
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,125000.0,80.0,3.625,0.111,2,2515.61,NA,725.0,,25.0,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,55,36,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,4190,7.28,81500,94,1437,2254,43
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,145000.0,81.111,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,40,NA,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,2,,,,,4,,,,4190,7.28,81500,94,1437,2254,43
2022,549300ZAI389CEN8VG51,48140,WI,55069,55069960600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,185000.0,50.438,3.75,-0.138,2,1822.9,NA,885.25,,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,135,<20%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,2,,,,,10,,,,4438,3.42,86900,98,1568,1959,33
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,32,1,2,2,2,105000.0,80.0,3.5,0.632,2,2015.1,NA,925.0,,,180,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,43,44,2,9,2,,,,,2,,,,,2,2,2,27,,,,2,27,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,2,,,,,10,,,,6219,24.76,86900,76,1261,1765,46
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,2,2,2,75000.0,19.977,3.5,0.697,2,1166.8,NA,350.0,,,360,NA,72,2,2,2,2,395000,1,1,3,5,1,NA,66,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,2487,9.89,86900,118,729,842,37
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,30,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,1990,4.42,81500,92,858,1615,40
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,75000.0,44.172,2.875,0.298,2,1670.95,NA,605.0,,,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,70,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,5198,14.1,86900,99,1660,2025,51
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,605000.0,80.0,4.0,0.982,2,6467.45,NA,4985.0,,227.25,240,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,216,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,4705,5.23,81500,88,1235,1585,60
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,4,1,1,2,2,2,135000.0,101.01,3.375,0.578,2,3171.03,NA,425.0,,42.0,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,52,41,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,4,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,75000.0,70.904,5.0,1.888,2,536.4,NA,100.0,,,180,NA,72,2,2,2,2,485000,1,1,3,5,1,NA,111,30%-<36%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6358,13.92,86900,124,1613,1836,19
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,55000.0,80.0,3.375,0.416,2,2308.05,NA,1125.0,,,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,25,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,36780,WI,55139,55139002300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,32,NA,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,5691,6.47,85000,134,1977,2319,40
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,120,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,54,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4920,5.35,81500,94,1446,1872,49
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,95000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,32,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4657,11.17,81500,87,1216,1685,62
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,115000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,55,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,95000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,50,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,2766,21.95,86900,85,776,1326,79
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,235000.0,90.0,3.25,0.398,2,4564.73,NA,3348.88,,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,113,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,2,,,,,10,,,,3332,5.43,81500,92,1070,1424,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,95000.0,33.812,2.625,0.269,2,1786.6,NA,781.25,,,180,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,<20%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,4657,11.17,81500,87,1216,1685,62
2022,549300ZAI389CEN8VG51,99999,WI,55067,55067960600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,45000.0,57.143,3.5,0.568,2,1874.05,NA,625.0,,,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,12,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,4450,10.67,81500,78,1251,1894,69
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,245000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,50,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,1,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,145000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,131,NA,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,5622,6.51,86900,114,2063,2449,45
2022,549300ZAI389CEN8VG51,48140,WI,55069,55069960600,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,2,2,115000.0,80.0,3.75,0.986,2,1799.05,NA,350.0,,179.1,180,NA,72,2,2,2,2,145000,2,1,1,1,1,NA,157,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4438,3.42,86900,98,1568,1959,33
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,45,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,3836,6.57,86900,80,1587,1876,33
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,495000.0,80.0,4.125,0.336,2,1323.52,NA,802.57,,,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,118,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,2487,9.89,86900,118,729,842,37
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,115000.0,64.571,2.625,0.422,2,2456.05,NA,1413.75,,,180,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,51,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3328,5.26,86900,95,1035,1290,54
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,95000.0,63.509,3.25,1.211,2,3931.05,NA,2913.75,,,240,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,42,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2873,4.73,81500,94,1013,1574,46
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,65000.0,31.863,3.25,0.501,2,1532.85,NA,425.0,,,180,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,64,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,3540,19.44,86900,77,1076,1329,47
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,335000.0,77.647,4.0,0.08,3,2882.4,NA,2075.0,,,360,NA,NA,2,2,2,2,425000,1,2,3,5,1,NA,153,30%-<36%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,2246,3.47,81500,85,995,1890,44
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,25000.0,62.69,6.0,3.608,2,323.11,NA,100.0,,,72,NA,NA,2,2,1,2,195000,1,1,3,5,1,NA,97,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,1990,4.42,81500,92,858,1615,40
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,25000.0,80.56,5.0,2.65,2,134.31,NA,100.0,,,72,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,71,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2873,4.73,81500,94,1013,1574,46
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,2,1,95000.0,32.0,4.5,NA,3,NA,NA,NA,NA,NA,42,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,306,NA,3,3,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,185000.0,46.25,3.75,0.697,2,1568.4,NA,350.0,,,360,NA,72,2,2,2,2,405000,1,1,3,5,1,NA,316,<20%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,4657,11.17,81500,87,1216,1685,62
2022,549300ZAI389CEN8VG51,99999,WI,55125,55125950501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,145000.0,62.4,3.875,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,235000,1,3,3,5,1,NA,NA,NA,9,3,4,,,,,3,,,,,3,2,7,,,,,6,,,,,3,2,4,3,3,2,8888,45-54,NA,No,1,1,6,,,,,10,,,,3060,6.8,81500,84,1125,2890,42
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001300,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1125000.0,80.0,3.75,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,1405000,1,3,3,5,5-24,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,7302,11.27,86900,111,2407,2861,38
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,1,115000.0,80.0,4.25,NA,3,NA,NA,NA,NA,NA,12,NA,NA,2,1,1,2,145000,1,3,3,5,1,NA,84,NA,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5313,23,86900,91,984,1614,29
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,2,1,75000.0,67.57,3.75,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,185000,1,3,3,5,1,NA,169,NA,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4190,7.28,81500,94,1437,2254,43
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,105000.0,44.38,3.85,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,1,2,245000,1,3,3,5,2,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,5622,6.51,86900,114,2063,2449,45
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,2,1,155000.0,68.0,3.85,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,225000,1,3,3,5,4,NA,163,NA,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,2992,30.65,86900,72,876,1308,65
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,85000.0,57.0,4.0,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,55000,1,3,3,5,1,NA,232,NA,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4920,5.35,81500,94,1446,1872,49
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,2,1,65000.0,49.0,4.35,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,1,2,135000,1,3,3,5,2,NA,46,NA,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,1,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3795,33.6,86900,64,891,1691,76
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,95000.0,51.84,3.9,0.991,2,814.21,NA,350.0,,,120,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,96,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,1,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,NA,1,3,3,5,1,NA,329,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
